Reg_Address,Instruction
0,(12) A[4]
1,(25) A[8]
1,(77) B[4]
2,(28) A[9]
3,(44) A[14]
4,(57) A[18]
4,(61) B[4]
5,(60) A[19]
6,(73) A[23]
6,(13) B[4]
7,(76) A[24]
8,(74) B[3]
8,(45) B[4]
