Reg_Address,Instruction
0,(12) A[4]
1,(28) A[9]
2,(44) A[14]
3,(57) A[18]
3,(77) B[4]
4,(60) A[19]
5,(73) A[23]
5,(13) B[4]
6,(76) A[24]
7,(74) B[3]
7,(45) B[4]
8,(61) B[4]
