Reg_Address,Instruction
0,(21) mul6.1.1
1,(30) mul6.4.1
1,(80) add.sup.0
2,(89) add.sup.9
3,(93) add.sup.13
4,(11) mul6.3
5,(14) mul6.4
6,(81) add.sup.1
7,(88) add.sup.8
