Reg_Address,Instruction
0,(0) A[0]
0,(52) B[1]
1,(3) A[1]
1,(39) B[2]
2,(16) A[5]
2,(71) B[2]
3,(19) A[6]
4,(22) A[7]
5,(32) A[10]
5,(65) B[0]
5,(17) B[0]
5,(23) B[2]
6,(35) A[11]
7,(38) A[12]
8,(48) A[15]
8,(36) B[1]
9,(51) A[16]
10,(64) A[20]
10,(4) B[1]
11,(67) A[21]
12,(70) A[22]
13,(1) B[0]
13,(20) B[1]
14,(49) B[0]
14,(68) B[1]
