Reg_Address,Instruction
0,(50) mul6.315
0,(21) mul6.1.1
1,(2) mul6
1,(88) add.sup.8
2,(18) mul6.17
2,(89) add.sup.9
3,(8) mul6.2
4,(43) mul6.3.2
5,(46) mul6.4.2
