Reg_Address,Instruction
0,(50) mul6.315
0,(88) add.sup.8
1,(2) mul6
2,(18) mul6.17
3,(24) mul6.2.1
4,(89) add.sup.9
5,(8) mul6.2
6,(21) mul6.1.1
