Reg_Address,Instruction
0,(6) A[2]
0,(26) B[3]
1,(9) A[3]
2,(25) A[8]
3,(38) A[12]
3,(42) B[3]
4,(41) A[13]
5,(54) A[17]
6,(55) B[2]
7,(7) B[2]
7,(10) B[3]
