Reg_Address,Instruction
0,(9) A[3]
0,(58) B[3]
1,(25) A[8]
1,(29) B[4]
2,(28) A[9]
3,(41) A[13]
4,(57) A[18]
5,(73) A[23]
6,(42) B[3]
7,(74) B[3]
8,(26) B[3]
