Reg_Address,Instruction
0,(2) mul6
0,(88) add.sup.8
1,(18) mul6.17
1,(46) mul6.4.2
2,(21) mul6.1.1
3,(43) mul6.3.2
4,(78) mul6.4.4
5,(75) mul6.3.4
6,(89) add.sup.9
