Reg_Address,Instruction
0,(21) mul6.1.1
1,(14) mul6.4
1,(80) add.sup.0
2,(89) add.sup.9
3,(11) mul6.3
4,(81) add.sup.1
5,(27) mul6.3.1
6,(59) mul6.3.3
7,(30) mul6.4.1
