Reg_Address,Instruction
0,(0) A[0]
0,(52) B[1]
1,(3) A[1]
2,(16) A[5]
3,(19) A[6]
4,(32) A[10]
4,(65) B[0]
4,(17) B[0]
5,(35) A[11]
6,(48) A[15]
6,(36) B[1]
7,(51) A[16]
8,(64) A[20]
8,(4) B[1]
9,(67) A[21]
10,(1) B[0]
10,(20) B[1]
11,(49) B[0]
11,(68) B[1]
