Reg_Address,Instruction
0,(12) A[4]
1,(28) A[9]
2,(44) A[14]
3,(60) A[19]
4,(76) A[24]
5,(77) B[4]
6,(61) B[4]
7,(13) B[4]
8,(45) B[4]
