Reg_Address,Instruction
0,(12) A[4]
1,(25) A[8]
1,(77) B[4]
2,(28) A[9]
3,(41) A[13]
3,(74) B[3]
3,(13) B[4]
4,(44) A[14]
5,(57) A[18]
5,(61) B[4]
6,(60) A[19]
7,(73) A[23]
7,(45) B[4]
8,(76) A[24]
