Reg_Address,Instruction
0,(0) A[0]
0,(52) B[1]
0,(10) B[3]
1,(3) A[1]
1,(39) B[2]
2,(6) A[2]
3,(9) A[3]
4,(16) A[5]
4,(55) B[2]
5,(19) A[6]
6,(22) A[7]
7,(32) A[10]
7,(65) B[0]
7,(17) B[0]
7,(71) B[2]
8,(35) A[11]
8,(7) B[2]
9,(38) A[12]
10,(48) A[15]
10,(36) B[1]
10,(23) B[2]
11,(51) A[16]
12,(54) A[17]
13,(64) A[20]
13,(4) B[1]
14,(67) A[21]
15,(70) A[22]
16,(1) B[0]
16,(20) B[1]
17,(49) B[0]
17,(68) B[1]
