Reg_Address,Instruction
0,(0) A[0]
0,(52) B[1]
1,(3) A[1]
1,(39) B[2]
2,(6) A[2]
3,(16) A[5]
3,(55) B[2]
4,(19) A[6]
5,(22) A[7]
6,(32) A[10]
6,(65) B[0]
6,(17) B[0]
6,(71) B[2]
7,(35) A[11]
7,(7) B[2]
8,(38) A[12]
9,(48) A[15]
9,(36) B[1]
9,(23) B[2]
10,(51) A[16]
11,(54) A[17]
12,(64) A[20]
12,(4) B[1]
13,(67) A[21]
14,(70) A[22]
15,(1) B[0]
15,(20) B[1]
16,(49) B[0]
16,(68) B[1]
