Reg_Address,Instruction
0,(37) mul6.1.2
1,(75) mul6.3.4
1,(62) mul6.4.3
1,(81) add.sup.1
2,(27) mul6.3.1
3,(80) add.sup.0
4,(30) mul6.4.1
