Reg_Address,Instruction
0,(21) mul6.1.1
1,(30) mul6.4.1
2,(89) add.sup.9
3,(62) mul6.4.3
4,(11) mul6.3
5,(14) mul6.4
6,(88) add.sup.8
7,(27) mul6.3.1
