Reg_Address,Instruction
0,(21) mul6.1.1
1,(14) mul6.4
1,(80) add.sup.0
1,(96) add.sup.16
2,(89) add.sup.9
3,(97) add.sup.17
4,(93) add.sup.13
5,(81) add.sup.1
