Reg_Address,Instruction
0,(66) mul6.419
0,(46) mul6.4.2
1,(50) mul6.315
2,(2) mul6
3,(18) mul6.17
4,(8) mul6.2
5,(56) mul6.2.3
6,(21) mul6.1.1
7,(43) mul6.3.2
