Reg_Address,Instruction
0,(6) A[2]
0,(42) B[3]
1,(9) A[3]
1,(58) B[3]
2,(25) A[8]
3,(41) A[13]
4,(54) A[17]
4,(26) B[3]
5,(57) A[18]
6,(55) B[2]
