Reg_Address,Instruction
0,(21) mul6.1.1
1,(62) mul6.4.3
1,(80) add.sup.0
2,(14) mul6.4
3,(89) add.sup.9
4,(11) mul6.3
5,(81) add.sup.1
6,(88) add.sup.8
7,(27) mul6.3.1
