Reg_Address,Instruction
0,(34) mul6.211
0,(14) mul6.4
1,(66) mul6.419
1,(8) mul6.2
1,(27) mul6.3.1
1,(84) add.sup.4
2,(50) mul6.315
2,(85) add.sup.5
3,(2) mul6
3,(59) mul6.3.3
4,(18) mul6.17
4,(11) mul6.3
5,(5) mul6.1
6,(78) mul6.4.4
7,(72) mul6.2.4
8,(62) mul6.4.3
9,(24) mul6.2.1
10,(46) mul6.4.2
