Reg_Address,Instruction
0,(34) mul6.211
0,(89) add.sup.9
0,(82) add.sup.2
1,(66) mul6.419
1,(97) add.sup.17
2,(50) mul6.315
2,(93) add.sup.13
3,(2) mul6
3,(81) add.sup.1
4,(18) mul6.17
4,(85) add.sup.5
5,(5) mul6.1
6,(72) mul6.2.4
6,(8) mul6.2
6,(43) mul6.3.2
6,(88) add.sup.8
7,(24) mul6.2.1
7,(11) mul6.3
7,(80) add.sup.0
8,(27) mul6.3.1
8,(84) add.sup.4
9,(59) mul6.3.3
9,(92) add.sup.12
10,(75) mul6.3.4
10,(96) add.sup.16
11,(30) mul6.4.1
12,(78) mul6.4.4
12,(14) mul6.4
13,(62) mul6.4.3
