Reg_Address,Instruction
0,(27) mul6.3.1
0,(11) mul6.3
1,(59) mul6.3.3
2,(21) mul6.1.1
3,(75) mul6.3.4
4,(30) mul6.4.1
5,(89) add.sup.9
