Reg_Address,Instruction
0,(37) mul6.1.2
1,(11) mul6.3
1,(93) add.sup.13
2,(62) mul6.4.3
2,(92) add.sup.12
3,(27) mul6.3.1
4,(14) mul6.4
5,(81) add.sup.1
