Reg_Address,Instruction
0,(37) mul6.1.2
1,(78) mul6.4.4
1,(80) add.sup.0
2,(62) mul6.4.3
2,(81) add.sup.1
3,(27) mul6.3.1
4,(59) mul6.3.3
