Reg_Address,Instruction
0,(34) mul6.211
0,(89) add.sup.9
1,(66) mul6.419
1,(8) mul6.2
1,(81) add.sup.1
2,(50) mul6.315
2,(85) add.sup.5
3,(2) mul6
3,(43) mul6.3.2
3,(88) add.sup.8
4,(18) mul6.17
4,(11) mul6.3
4,(80) add.sup.0
5,(5) mul6.1
6,(72) mul6.2.4
6,(27) mul6.3.1
6,(84) add.sup.4
7,(24) mul6.2.1
7,(59) mul6.3.3
8,(75) mul6.3.4
8,(14) mul6.4
9,(30) mul6.4.1
10,(78) mul6.4.4
11,(62) mul6.4.3
