Reg_Address,Instruction
0,(21) mul6.1.1
1,(14) mul6.4
2,(89) add.sup.9
3,(11) mul6.3
4,(27) mul6.3.1
5,(59) mul6.3.3
6,(75) mul6.3.4
7,(30) mul6.4.1
