Reg_Address,Instruction
0,(9) A[3]
0,(58) B[3]
1,(25) A[8]
2,(41) A[13]
3,(54) A[17]
3,(42) B[3]
4,(57) A[18]
5,(73) A[23]
6,(74) B[3]
7,(26) B[3]
