Reg_Address,Instruction
0,(6) A[2]
0,(10) B[3]
1,(9) A[3]
2,(38) A[12]
2,(42) B[3]
3,(41) A[13]
4,(54) A[17]
5,(55) B[2]
6,(7) B[2]
